ID,Title,Rank,Score,ScoredBy,Popularity,Members,Favorites,Season,Episodes
20709,Sabage-bu!,1994,7.43,40445,988,109299,458,138,12
10507,Inazuma Eleven Go,3195,7.15,21836,2206,37845,255,125,47
260,Happy☆Lesson (TV),4903,6.74,9671,3009,21512,23,89,13
12471,Eureka Seven AO,4685,6.78,31528,1394,74162,193,129,24
2605,Sayonara Zetsubou Sensei,637,7.95,95535,395,242287,4190,110,12
20689,Hamatora The Animation,2197,7.38,90699,504,207096,929,136,12
5114,Fullmetal Alchemist: Brotherhood,1,9.23,934970,4,1541527,135736,117,64
35073,Overlord II,656,7.94,231589,177,416398,2687,152,13
2222,Dr. Slump: Arale-chan,2830,7.23,2824,4411,9177,46,5,243
12281,Rinne no Lagrange Season 2,3693,7.03,10436,2904,23158,15,130,12
4196,Ikkitousen: Great Guardians,4293,6.87,22128,1881,48650,83,114,12
38619,Joshikousei no Mudazukai,944,7.79,11937,2187,38623,183,158,12
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,2678,7.27,276163,135,477172,4354,123,12
33031,Shakunetsu no Takkyuu Musume,3250,7.14,12947,2446,31089,111,147,12
10379,Natsume Yuujinchou San,61,8.63,78843,649,163702,1094,126,13
14719,JoJo no Kimyou na Bouken (TV),205,8.34,301197,111,531680,18478,131,26
15377,Hyakka Ryouran: Samurai Bride,4371,6.85,31653,1405,73451,78,133,12
18001,Freezing Vibration,3943,6.96,62229,921,118704,192,135,12
16524,Suisei no Gargantia,1523,7.57,132251,384,246685,1099,133,13
33354,Cardcaptor Sakura: Clear Card-hen,773,7.87,20794,1388,74409,2003,152,22
573,Saber Marionette J,2079,7.41,10600,2886,23320,161,67,25
31374,Shingeki! Kyojin Chuugakkou,3535,7.07,48847,1064,100081,444,143,12
27441,Show By Rock!!,3325,7.12,16925,1752,54041,281,141,12
24277,Yowamushi Pedal: Grande Road,358,8.18,47893,1215,85778,448,139,24
1726,Devil May Cry,3468,7.08,126343,435,228163,1609,110,12
427,Kaleido Star,557,8.02,24876,1633,59309,1290,93,51
24211,Orenchi no Furo Jijou,3403,7.1,34862,1487,68237,279,139,13
18115,Magi: The Kingdom of Magic,170,8.39,250056,138,469923,6406,135,25
10197,Nyanpire The Animation,4861,6.75,11622,2910,22935,84,126,12
918,Gintama,13,8.98,169780,97,559020,38798,105,201
15605,Brothers Conflict,6290,6.45,56574,976,111342,753,134,12
39527,Try Knights,11113,4.41,1501,4087,11010,24,158,12
859,Digimon Savers,3555,7.06,32550,1635,59172,261,105,48
66,Azumanga Daioh,549,8.02,105108,436,227048,4712,89,26
3457,Vampire Knight,2768,7.25,230976,201,392969,8294,113,13
1563,Magic Knight Rayearth II,1460,7.59,12516,2837,24156,139,61,29
350,Ojamajo Doremi,2803,7.24,13806,2426,31805,388,76,51
8917,Mouretsu Pirates,2932,7.21,21130,1608,60738,265,128,26
74,Gakuen Alice,1019,7.75,36093,1458,69725,1497,99,26
2390,Hoshi no Kirby,4688,6.78,7653,3324,17636,172,87,100
1145,Kaze no Youjinbou,2838,7.23,1943,4467,8865,25,87,25
36525,Dorei-ku The Animation,7846,6.12,13448,2066,41717,40,153,12
231,Asagiri no Miko,7312,6.24,1782,5261,5958,7,90,26
1517,Silent Möbius,4263,6.88,3520,4180,10404,34,72,26
31953,New Game!,1136,7.71,121452,370,257623,2153,146,12
9656,Kimi ni Todoke 2nd Season,449,8.1,153277,362,261967,1270,124,12
655,Galaxy Angel 4,2538,7.3,2443,5184,6160,12,98,13
2903,Sakigake!! Otokojuku,2042,7.42,1760,4704,7872,68,32,34
14829,Fate/kaleid liner Prisma☆Illya,2916,7.21,75736,602,173919,849,134,10
5341,Ookami to Koushinryou II,150,8.41,186032,279,326726,3656,118,12
11933,Oda Nobuna no Yabou,1512,7.57,103781,499,208211,1061,130,12
21437,Buddy Complex,2732,7.25,30431,1553,63057,187,136,13
32697,Ozmafia!!,9718,5.51,4911,3575,15187,21,146,12
22547,Blade & Soul,7617,6.17,42631,1071,98960,128,137,13
22297,Fate/stay night: Unlimited Blade Works,236,8.3,321818,109,531286,9732,139,12
36548,Kokkoku,3276,7.13,42794,941,115622,206,152,12
653,Galaxy Angel 3,2196,7.38,3275,4779,7473,19,91,26
8476,Otome Youkai Zakuro,1600,7.54,36836,1199,86899,355,123,13
239,Gankutsuou,347,8.18,48914,664,160587,3116,99,24
11887,Kokoro Connect,704,7.91,248713,133,483277,6283,130,13
335,Matantei Loki Ragnarok,2247,7.37,12808,2468,30895,199,93,26
17115,Pokemon Best Wishes! Season 2: Episode N,4375,6.85,12160,2881,23401,59,132,14
1219,Chocotto Sister,4403,6.84,6704,3344,17338,35,106,24
553,Yami no Matsuei,3119,7.17,19705,2035,43059,417,83,13
23309,Rail Wars!,6271,6.46,58501,821,131853,202,138,12
34028,Idol Jihen,9222,5.69,2889,4120,10775,13,148,12
35183,Gurazeni,6636,6.38,2688,4499,8749,5,153,12
5983,Higepiyo,3090,7.17,1907,5611,5067,14,117,39
19855,Nobunagun,4810,6.76,24458,1722,55224,115,136,13
13203,Lupin the Third: Mine Fujiko to Iu Onna,901,7.81,15105,2157,39284,327,129,13
11179,Papa no Iukoto wo Kikinasai!,2038,7.42,75565,759,140655,549,128,12
136,Hunter x Hunter,118,8.46,139790,320,289082,7076,79,62
685,To Heart: Remember My Memories,6099,6.5,2574,4898,7050,5,99,13
32936,Gin no Guardian,6844,6.34,25762,1425,71777,108,149,12
6920,Blade,7021,6.3,8036,3146,19759,19,126,12
8841,Kore wa Zombie Desu ka?,1595,7.54,245287,155,444720,3086,124,12
152,Solty Rei,2486,7.32,9723,2887,23358,118,103,24
19257,Meganebu!,6792,6.35,7314,2671,26476,64,135,12
967,Hokuto no Ken,615,7.97,22240,1352,77103,1695,19,109
327,Puchi Pri*Yucie,1706,7.51,4268,4145,10611,69,91,26
5155,Genji Monogatari Sennenki,3833,6.99,2592,4092,10976,16,116,11
32271,Dies Irae,9782,5.49,22378,1101,95653,168,151,11
6213,Toaru Kagaku no Railgun,929,7.8,164236,256,347342,3995,119,24
36259,Pingu in the City,136,8.44,11127,2418,32036,781,151,26
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,1882,7.46,64847,730,147574,697,143,12
183,Whistle!,1807,7.48,4971,4141,10646,68,89,39
1860,Tokyo Majin Gakuen Kenpucho: Tou,2865,7.23,20644,1684,56901,237,108,14
7817,B-gata H-kei,3549,7.06,158872,337,278977,2223,121,12
3272,Kinnikuman,2508,7.31,1855,5005,6712,52,13,137
20473,Teekyuu 3,4352,6.86,11464,3128,19940,18,135,12
25,Sunabouzu,1771,7.49,37960,1093,96367,712,99,24
1046,Elf wo Karu Mono-tachi II,3342,7.11,5236,4265,9920,9,71,12
3653,Kurogane no Linebarrels,3754,7.01,15203,2242,36501,89,115,24
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,1014,7.75,22070,1928,46815,200,134,13
9693,Moshidora,3999,6.95,7722,3234,18563,23,125,10
1530,Kanon (2006),486,8.07,108362,500,207971,4362,107,24
19,Monster,49,8.69,144951,158,441600,21163,97,74
38254,Hashiri Tsuzukete Yokattatte.,6077,6.5,2848,4664,8004,16,155,4
1264,Yoroiden Samurai Troopers,3121,7.17,7021,3707,13995,161,33,39
31500,High School Fleet,2374,7.34,29347,1420,72090,581,145,12
37232,Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,5453,6.63,4665,3155,19621,38,155,12
18689,Diamond no Ace,326,8.19,60101,792,136055,2795,135,75
7062,Hidamari Sketch x ☆☆☆,619,7.96,9945,3048,20702,147,120,12
31229,Servamp,3494,7.08,56588,719,149158,1011,146,12
927,Transformers Superlink,7300,6.25,1835,6396,3656,9,96,51
33489,Little Witch Academia (TV),500,8.06,140335,282,324640,4850,148,25
1690,Bokurano,1123,7.71,34836,935,116181,1001,109,24
2215,Kishin Taisen Gigantic Formula,4103,6.92,1671,5424,5521,6,109,26
34451,Kekkai Sensen & Beyond,558,8.02,87671,488,212555,1016,151,12
36632,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,10563,5.11,21966,1536,65117,192,155,10
394,Ai Yori Aoshi: Enishi,2909,7.21,26281,1933,46869,76,95,12
133,Green Green,6947,6.32,56321,1076,98101,255,94,12
156,X,1746,7.5,28188,1552,63099,751,87,24
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,27,8.79,25533,1601,61406,431,154,14
89,Mobile Suit Victory Gundam,4465,6.83,6525,3315,17757,84,53,51
6166,Asobi ni Iku yo!,4776,6.76,65358,768,139209,447,122,12
2964,Blue Drop: Tenshi-tachi no Gikyoku,4633,6.79,9765,2800,24575,102,111,13
2251,Baccano!,124,8.45,252488,94,567170,19381,110,13
386,H2,2372,7.34,2270,5049,6585,18,62,41
1230,Innocent Venus,4208,6.89,8903,2923,22875,56,106,12
33012,Island,5984,6.52,26955,1298,80820,255,154,12
16417,Tamako Market,2179,7.39,88830,474,216025,896,132,12
32802,Cardfight!! Vanguard G: Stride Gate-hen,4358,6.85,1964,5634,5023,8,145,24
633,Legend of Basara,2119,7.4,2857,4537,8564,70,73,13
8934,Star Driver: Kagayaki no Takuto,2610,7.29,34252,1188,87613,555,123,25
2229,Dragon Quest: Dai no Daibouken (TV),1125,7.71,6903,3654,14429,89,47,46
30230,Diamond no Ace: Second Season,158,8.4,38196,1387,74484,751,141,51
395,Gantz 2nd Stage,3049,7.18,72473,922,118595,429,98,13
7148,Ladies versus Butlers!,4800,6.76,72798,751,142959,215,120,12
1675,Transformers Micron Densetsu,4615,6.8,3648,5025,6628,33,92,52
2608,Wangan Midnight,1746,7.5,7147,3226,18703,225,110,26
33352,Violet Evergarden,67,8.62,263628,90,589721,17092,152,13
37579,Tonari no Kyuuketsuki-san,3073,7.18,20438,1699,56208,196,155,12
11241,Brave 10,4186,6.89,54953,949,114843,259,128,12
10110,Mayo Chiki!,1989,7.43,172453,298,313611,1654,126,13
134,Gunslinger Girl,1784,7.48,59654,750,143023,1069,95,13
8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",6147,6.49,147107,327,281313,1610,123,12
1250,Erementar Gerad,2233,7.37,36553,1330,78561,478,101,26
7590,Mayoi Neko Overrun!,4607,6.8,46451,1028,104224,185,121,13
23281,Psycho-Pass 2,1736,7.5,207656,202,392839,1198,139,11
2829,Ie Naki Ko Remy,555,8.02,5273,3924,12118,71,67,23
21729,Cardfight!! Vanguard: Legion Mate-hen,3898,6.97,4244,4338,9474,27,137,33
467,Koukaku Kidoutai: Stand Alone Complex,129,8.45,121950,323,286474,7436,91,26
31804,Kuma Miko,6906,6.33,23204,1632,59280,76,145,12
1067,Kishin Houkou Demonbane (TV),5448,6.63,11084,2447,31158,44,105,12
37458,Kyoto Teramachi Sanjou no Holmes,4598,6.8,11553,2342,33798,63,154,12
4898,Kuroshitsuji,648,7.94,339636,71,661922,21076,115,24
18495,Kitakubu Katsudou Kiroku,4545,6.81,12568,2171,38974,100,134,12
37964,Mayonaka no Occult Koumuin,4511,6.82,10539,2327,34418,64,157,12
22835,Himegoto,8179,6.03,35064,1357,76261,227,138,13
1581,Gift: Eternal Rainbow,5007,6.71,11617,2658,26649,26,107,12
11741,Fate/Zero 2nd Season,58,8.63,377090,86,610343,12971,129,12
11227,Rinne no Lagrange,3925,6.97,19258,1797,51944,104,128,12
2284,Transformers: Car Robots,5513,6.62,1718,6632,3352,14,81,39
31630,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",6165,6.48,28826,1156,89881,337,145,24
180,Vandread,2683,7.27,36071,1506,66919,407,83,13
69,Cluster Edge,6387,6.43,2288,4571,8405,13,103,25
12175,Koi to Senkyo to Chocolate,2926,7.21,64326,740,144515,347,130,12
34382,Citrus,4740,6.77,101705,429,229061,2026,152,12
15565,Maken-Ki! Two,6911,6.33,40590,1171,88945,98,136,10
21039,Gatchaman Crowds Insight,2286,7.36,20731,1668,57609,167,142,12
30279,Yuru Yuri San☆Hai!,563,8.02,43006,1294,81048,607,143,12
34662,Fate/Apocrypha,3003,7.19,102421,410,238176,1537,150,25
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,455,8.1,376315,74,655637,17345,133,13
35883,Cinderella Girls Gekijou 2nd Season,5185,6.68,2374,5155,6248,9,151,13
6880,Deadman Wonderland,2320,7.35,426397,60,744540,5631,125,12
22687,Terra Formars,3331,7.12,77787,696,154794,532,139,13
33433,Shuumatsu no Izetta,4517,6.82,48404,813,132520,263,147,12
37171,Asobi Asobase,295,8.23,69191,674,158425,1794,154,12
33726,Saiyuuki Reload Blast,2450,7.33,7474,2552,29014,163,150,12
276,Mahoromatic: Automatic Maiden,2793,7.24,21231,1891,48303,192,87,12
35889,Hakata Tonkotsu Ramens,1724,7.5,36258,1098,95828,414,152,12
2603,Mushi-Uta,5036,6.71,5521,3688,14052,31,110,12
1914,Saiunkoku Monogatari 2nd Season,400,8.14,13041,2473,30563,220,109,39
33506,Ao no Exorcist: Kyoto Fujouou-hen,1354,7.62,171504,240,355348,1131,148,12
3312,Dr. Slump,3514,7.07,4704,3895,12315,50,71,74
1022,Generator Gawl,3637,7.04,2787,4795,7412,30,75,12
456,Gokujou Seitokai,3732,7.01,5158,3550,15349,61,101,26
10611,R-15,5641,6.59,31192,1409,72974,81,126,12
15085,Amnesia,7104,6.28,95800,530,195749,995,132,12
18121,Teekyuu 2,4561,6.81,13635,2876,23579,22,134,12
14467,K,1310,7.64,238677,137,471603,5809,131,13
836,Sister Princess,6088,6.5,6523,3209,18789,72,85,26
12967,Arcana Famiglia,6580,6.39,69557,723,148465,301,130,12
31793,Mahou Shoujo Nante Mou Ii Desukara.,8362,5.97,9082,3136,19805,15,144,12
1087,Kimagure Orange☆Road,1336,7.63,7511,2653,27177,418,29,48
678,Shadow Skill: Eigi,3068,7.18,3526,4196,10323,67,74,26
30736,Shingeki no Bahamut: Virgin Soul,1646,7.53,52618,705,152618,693,149,24
33889,Saredo Tsumibito wa Ryuu to Odoru,8555,5.91,7907,2080,41274,41,153,12
32606,Onigiri,9986,5.42,6768,2960,22233,26,145,13
1642,Sugar Sugar Rune,1649,7.53,9913,2817,24452,340,102,51
34393,Room Mate,10811,4.87,5177,3518,15718,31,149,12
21843,Shingeki no Bahamut: Genesis,1056,7.74,127035,341,276505,1394,139,12
1721,Hitohira,4495,6.82,6309,3396,16857,28,109,12
282,Angel Heart,2317,7.35,3853,3827,12833,62,103,50
13367,"Kono Naka ni Hitori, Imouto ga Iru!",4910,6.74,70156,741,144494,214,130,12
1674,Captain Tsubasa J,2320,7.35,12028,3105,20129,66,59,47
3044,Tetsuwan Atom (1980),2900,7.22,3337,4552,8482,74,3,52
33985,Bloodivores,9360,5.64,26068,1442,70956,78,147,12
10620,Mirai Nikki,949,7.79,702097,12,1164083,26270,127,26
146,Kono Minikuku mo Utsukushii Sekai,4419,6.84,24225,1838,50192,171,97,12
36906,Jashin-chan Dropkick,4134,6.91,15204,1857,49509,119,154,11
6586,Yume-iro Pâtissière,578,8.01,24058,1801,51810,920,119,50
32843,Senki Zesshou Symphogear XV,84,8.55,4240,3308,17865,395,158,13
22663,Seiken Tsukai no World Break,3374,7.11,94942,565,186086,754,140,12
184,Xenosaga The Animation,6485,6.42,6841,3432,16545,43,100,12
3298,Hatenkou Yuugi,2841,7.23,13424,2449,31150,191,112,10
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,1627,7.53,13492,2268,36058,575,155,13
3840,Crystal Blaze,7525,6.19,4305,3666,14298,6,113,12
32899,Watashi ga Motete Dousunda,2402,7.34,83143,563,186722,1144,147,12
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,89,8.53,80250,612,170897,2723,96,26
34295,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,7794,6.13,3023,4871,7137,14,148,12
34522,"Wake Up, Girls! Shin Shou",5971,6.53,2449,4372,9340,16,151,12
28283,Sengoku Musou,5465,6.63,5541,3302,17880,33,140,12
38091,Hachigatsu no Cinderella Nine,7032,6.3,4463,3543,15604,35,157,12
369,Boogiepop wa Warawanai,2913,7.21,20330,1378,75023,628,80,12
32595,Seisen Cerberus: Ryuukoku no Fatalités,9083,5.74,27019,1377,74914,94,145,13
12321,Thermae Romae,3532,7.07,9093,3290,17920,22,128,3
2559,Romeo no Aoi Sora,235,8.31,9849,2588,28429,416,60,33
854,Soul Link,7599,6.18,6776,3276,18089,20,105,12
835,Sister Princess: Re Pure,7010,6.31,2457,4873,7123,12,91,13
19369,Outbreak Company,1952,7.44,114770,430,229028,773,135,12
36027,Ousama Game The Animation,10509,5.15,58465,808,133415,242,151,12
2285,D.I.C.E.,6737,6.36,1657,6426,3602,24,104,40
21561,Ryuugajou Nanana no Maizoukin,2683,7.27,72323,646,164221,264,137,11
34863,Zoku Touken Ranbu: Hanamaru,2142,7.4,4279,3301,17900,115,152,12
535,Slayers Next,452,8.1,29247,1781,52479,773,65,26
508,Tottoko Hamtarou,3701,7.03,14859,2140,39598,203,82,296
31733,Bishoujo Senshi Sailor Moon Crystal Season III,893,7.81,14290,2429,31573,270,145,13
25859,Re-Kan!,4611,6.8,18153,1892,48268,53,141,13
1769,Oh! Super Milk-chan,7991,6.08,1560,6277,3809,14,80,12
39417,Granbelm,3756,7.01,6896,2580,28571,114,158,13
328,Piano (TV),8166,6.04,2517,4890,7072,6,91,10
13201,Monster Farm: Legend e no Michi,4456,6.83,5313,4137,10618,7,81,25
39326,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,4416,6.84,24416,1276,82444,321,158,12
37446,Hyakuren no Haou to Seiyaku no Valkyria,8081,6.06,32603,1205,86783,206,154,12
2109,Rockman.EXE Stream,3048,7.18,2380,5063,6425,22,99,51
32083,Luck & Logic,7492,6.2,30915,1316,79571,133,144,12
3228,Zoku Sayonara Zetsubou Sensei,619,7.97,45702,1083,97075,414,112,13
26351,Nagato Yuki-chan no Shoushitsu,4806,6.76,35047,1127,93466,214,141,16
23273,Shigatsu wa Kimi no Uso,23,8.85,543907,29,946062,51522,139,22
34338,Lost Song,2707,7.26,6197,3241,18525,103,153,12
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,1519,7.57,6664,1667,57779,127,159,12
20533,Z/X: Ignition,5612,6.6,13585,2369,33451,56,136,12
324,Kidou Keisatsu Patlabor: On Television,1134,7.71,6165,2830,24282,298,39,47
306,Abenobashi Mahou☆Shoutengai,2456,7.32,26423,1542,64356,297,89,13
6164,Aoi Hana,2876,7.22,24702,1538,64956,352,118,11
37281,Joshiochi!: 2-kai kara Onnanoko ga... Futtekita!?,6808,6.35,8670,2557,29008,137,154,9
15611,Cardfight!! Vanguard: Link Joker-hen,2499,7.31,6396,3741,13655,63,132,59
11491,Recorder to Randoseru Do♪,4868,6.75,19570,2150,39473,21,128,13
15751,Senyuu.,2044,7.42,40449,1159,89660,554,132,13
31890,Nurse Witch Komugi-chan R,8305,5.99,2885,4286,9814,11,144,12
35015,Ani ni Tsukeru Kusuri wa Nai!,1853,7.46,15468,2292,35399,138,149,12
17827,Daitoshokan no Hitsujikai,3674,7.03,34909,1253,83794,161,139,12
210,Ranma ½,854,7.84,67364,677,157403,3116,37,161
2965,Suteki Tantei Labyrinth,4431,6.84,1652,4691,7919,14,111,25
32696,Fukigen na Mononokean,1866,7.46,33792,1264,83215,412,146,13
5040,One Outs,173,8.39,71094,745,143595,2765,115,25
39337,Araiya-san!: Ore to Aitsu ga Onnayu de!?,6626,6.38,5475,3081,20478,118,157,8
9863,SKET Dance,240,8.3,50230,711,151513,2734,125,77
16067,Nagi no Asu kara,314,8.2,154296,222,373716,8006,135,26
17082,Aiura,4833,6.75,28648,1603,61040,137,133,12
907,Princess Princess,3403,7.1,23058,1861,49395,259,105,12
31952,Kono Bijutsubu ni wa Mondai ga Aru!,2243,7.37,65821,678,156882,437,146,12
14941,AKB0048: Next Stage,1009,7.75,15407,2557,28957,329,132,13
852,Gokinjo Monogatari,1697,7.51,2248,4153,10548,50,63,50
38480,Toaru Kagaku no Accelerator,3072,7.18,15793,1231,84646,344,158,12
22145,Kuroshitsuji: Book of Circus,251,8.29,111728,472,216772,2931,138,10
1707,Kinnikuman II Sei,3948,6.96,5172,4224,10182,47,88,51
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,7326,6.24,31586,1513,66715,63,124,12
12149,AKB0048,1776,7.48,21594,1871,48914,651,129,13
9479,Coppelion,5920,6.53,40187,1086,96847,195,135,13
1852,Hidamari Sketch,1788,7.48,19592,1642,58862,819,108,12
8795,Panty & Stocking with Garterbelt,982,7.77,120775,398,242315,3815,123,13
6381,Strike Witches 2,2220,7.38,32154,1525,65817,265,122,12
33274,Onara Gorou,9474,5.59,3229,4450,8881,32,146,13
12445,Tasogare Otome x Amnesia,684,7.92,126270,359,264205,3501,129,12
17074,Monogatari Series: Second Season,32,8.77,201122,216,382977,14889,134,26
31405,Joker Game,3353,7.11,62806,689,155561,511,145,12
32379,Berserk,5378,6.64,86420,549,190214,1405,146,12
36094,Hakumei to Mikochi,1218,7.67,10449,2190,38547,180,152,12
23133,M3: Sono Kuroki Hagane,5305,6.66,14335,1893,48288,81,137,24
1541,Souten no Ken,4875,6.75,2196,4668,8002,19,107,22
24415,Kuroko no Basket 3rd Season,106,8.49,218789,229,365823,3790,140,25
636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,4053,6.93,3342,4584,8339,23,96,13
33362,Starmyu 2nd Season,1889,7.46,3911,3965,11820,65,149,12
990,Kamisama Kazoku,2964,7.2,18856,2126,39960,89,105,13
604,Mahou no Stage Fancy Lala,3096,7.17,2770,4592,8279,35,73,26
14765,Ixion Saga DT,2548,7.3,31972,1295,80933,291,131,25
890,Yuusha-Ou GaoGaiGar,687,7.92,3882,3665,14341,279,68,49
14513,Magi: The Labyrinth of Magic,353,8.18,302836,92,577510,7070,131,25
30485,ChäoS;Child,6016,6.51,25540,1145,91677,182,148,12
339,Serial Experiments Lain,573,8.01,141236,239,356429,12661,74,13
7593,Kiss x Sis (TV),4248,6.88,202225,257,344866,1326,121,12
10447,Aquarion Evol,2821,7.23,34191,1242,84095,419,128,26
1728,Super GALS! Kotobuki Ran,1710,7.51,5185,3740,13656,156,85,52
2330,Jibaku-kun,1754,7.49,4513,4438,8960,58,79,26
388,Capeta,748,7.88,7182,3497,15988,187,103,52
21855,Hanamonogatari,507,8.05,132590,393,242511,940,138,5
71,Full Metal Panic!,1091,7.72,184195,236,360402,4146,88,24
143,Kannazuki no Miko,3917,6.97,23550,1741,54432,732,99,12
10870,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),2204,7.38,2903,4223,10158,4,109,12
34497,Death March kara Hajimaru Isekai Kyousoukyoku,4410,6.84,116422,431,229070,1189,152,12
33502,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,872,7.83,97146,517,202569,2608,149,12
1704,Eat-Man,5723,6.57,1895,5114,6389,14,68,12
9539,Cardfight!! Vanguard,3040,7.18,14773,2295,35134,274,124,65
812,Chikyuu Shoujo Arjuna,4121,6.91,8674,2873,23620,172,84,13
569,Musekinin Kanchou Tylor,679,7.92,10667,2433,31394,394,52,26
36009,Two Car,9126,5.73,4964,3389,16965,13,151,12
253,Jungle wa Itsumo Hare nochi Guu,701,7.91,11137,2650,27161,385,85,26
274,Kiddy Grade,2672,7.27,15092,2232,37172,267,91,24
412,Kore ga Watashi no Goshujinsama,5495,6.62,33015,1526,65786,134,101,12
32309,Tabi Machi Late Show,7339,6.24,3884,4806,7383,6,144,4
33197,Lostorage Incited WIXOSS,4698,6.78,15219,2042,42734,79,147,12
198,Speed Grapher,2087,7.41,31873,1214,85791,567,101,24
2921,Ashita no Joe 2,99,8.5,7017,3150,19728,946,3,47
25867,Rolling☆Girls,5462,6.63,21503,1491,67715,176,140,12
31043,Boku dake ga Inai Machi,86,8.53,570490,36,909632,27679,144,12
38083,Ken En Ken: Aoki Kagayaki,7807,6.13,2815,4052,11211,17,155,13
390,Suzuka,2570,7.3,42605,1167,89151,657,102,26
28537,Garo: Guren no Tsuki,8540,5.91,6049,2816,24420,17,143,23
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,28,8.79,36652,1049,102183,1926,148,12
2162,Koutetsu Sangokushi,6688,6.37,2061,4721,7733,16,109,25
36038,Net-juu no Susume,981,7.77,136263,365,260205,1647,151,10
446,Weiß Kreuz Glühen,5287,6.66,3158,4588,8208,26,91,13
21671,Keroro,3944,6.96,1966,5419,5520,20,137,23
20583,Haikyuu!!,55,8.64,363662,76,640419,30850,137,25
2108,Rockman.EXE Axess,2856,7.23,6035,3855,12588,44,95,51
63,DearS,5032,6.71,63198,939,115768,365,98,12
31519,Anitore! EX,9748,5.5,9047,2856,23869,33,143,12
1218,Tonagura!,4555,6.81,19021,2168,38743,45,106,13
32542,Sakamoto Desu ga?,1263,7.66,181831,215,382983,1689,145,12
34055,Berserk 2nd Season,3901,6.97,47447,1125,93720,326,149,12
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,7725,6.15,7598,2722,25711,63,94,13
364,Gallery Fake,1530,7.56,2357,4260,9890,51,100,37
2150,Tanoshii Muumin Ikka,476,8.08,6031,3775,13368,341,41,78
37992,Jingai-san no Yome,9372,5.64,8197,2951,22399,41,155,12
385,Gilgamesh,4990,6.72,8553,2455,31093,163,95,26
22,Tennis no Ouji-sama,600,7.99,52517,907,120167,2949,87,178
28221,Etotama,3978,6.95,20245,1618,60135,140,141,12
31722,Nanatsu no Taizai: Seisen no Shirushi,2167,7.39,149582,336,279638,538,146,4
5420,Kemono no Souja Erin,163,8.4,13996,1662,57976,1235,116,50
13377,Recorder to Randoseru Re♪,4062,6.93,13288,2939,22414,6,129,13
1198,Tsuyokiss,5367,6.65,6396,3455,16278,21,106,12
35413,Imouto sae Ireba Ii.,1703,7.51,72579,649,163702,1036,151,12
6811,InuYasha: Kanketsu-hen,248,8.29,80603,667,160041,1663,119,26
36456,Boku no Hero Academia 3rd Season,69,8.61,384518,64,708134,10800,153,25
20507,Noragami,412,8.13,630255,15,1077956,23072,136,12
6702,Fairy Tail,596,7.99,503824,21,987860,41932,119,175
1746,Zoids Fuzors,6010,6.52,3867,4462,8919,15,99,26
33811,Teekyuu 8,4967,6.73,5026,4254,9978,12,147,12
34281,High School DxD Hero,1789,7.48,75770,541,192478,1624,153,12
18897,Nisekoi,982,7.77,347244,80,628530,11222,136,20
472,To Heart,5370,6.65,7581,3080,20464,46,77,13
2810,Anime Himitsu no Hanazono,3298,7.12,1587,6546,3456,7,45,39
28817,Mikagura Gakuen Kumikyoku (TV),4705,6.78,26959,1474,68915,167,141,12
329,Planetes,209,8.34,52455,650,163752,3193,95,26
18767,BlazBlue: Alter Memory,7420,6.21,28591,1438,71241,174,135,12
33834,Sin: Nanatsu no Taizai,9065,5.75,23538,1188,87714,220,149,12
38778,Midara na Ao-chan wa Benkyou ga Dekinai,3768,7.01,34128,1186,88138,254,157,12
16009,Kamisama no Inai Nichiyoubi,1943,7.44,71886,622,169303,837,134,12
18523,Senyuu. 2,1603,7.54,26275,1975,45171,102,134,13
14199,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,5262,6.67,86659,546,191005,350,131,12
95,Turn A Gundam,1115,7.72,9839,2524,29638,596,77,50
218,Kidou Senkan Nadesico,1538,7.56,14694,2183,38751,379,67,26
37893,Yami Shibai 6,7833,6.13,3753,4447,9006,7,154,13
14811,GJ-bu,2065,7.41,56143,849,128164,660,132,12
1486,Kodomo no Omocha (TV),406,8.13,15332,2131,39832,947,65,102
